Date,Time,Net Carbs
2021-03-07,17:00:00,20.19
2021-03-07,17:00:00,24.76190496
2021-03-07,14:00:00,16.0
2021-03-07,14:00:00,8.658000000000003
2021-03-07,14:00:00,0.0
2021-03-07,14:00:00,0.0
2021-03-07,14:00:00,1.47868
2021-03-07,14:00:00,18.035279999999997
2021-03-06,12:31:56,70.0
2021-03-06,17:00:00,18.0
2021-03-06,17:00:00,22.285714464
2021-03-06,17:00:00,31.062400000000004
2021-03-06,14:00:00,0.0
2021-03-06,14:00:00,14.0
2021-03-06,14:00:00,0.0
2021-03-06,14:00:00,8.658000000000003
2021-03-06,14:00:00,1.47868
2021-03-06,14:00:00,18.035279999999997
2021-03-05,23:00:00,32.61446902654868
2021-03-05,23:00:00,9.849999999999998
2021-03-05,23:00:00,72.93679999999998
2021-03-05,23:00:00,0.0
2021-03-05,23:00:00,0.0
2021-03-05,17:00:00,18.0
2021-03-05,17:00:00,2.0
2021-03-05,17:00:00,0.0
2021-03-05,17:00:00,20.19
2021-03-05,17:00:00,20.0
2021-03-05,17:00:00,17.333333472
2021-03-05,14:00:00,0.0
2021-03-05,14:00:00,14.0
2021-03-05,14:00:00,1.47868
2021-03-05,14:00:00,8.658000000000003
2021-03-05,14:00:00,0.0
2021-03-05,14:00:00,18.035279999999997
2021-03-04,23:00:00,12.0
2021-03-04,23:00:00,86.00000000000001
2021-03-04,23:00:00,25.0
2021-03-04,23:00:00,15.0
2021-03-04,23:00:00,0.0
2021-03-04,23:00:00,22.401600000000048
2021-03-04,17:00:00,17.333333472
2021-03-04,17:00:00,20.19
2021-03-04,17:00:00,16.5
2021-03-04,17:00:00,0.0
2021-03-04,14:00:00,0.0
2021-03-04,14:00:00,14.0
2021-03-04,14:00:00,0.0
2021-03-04,14:00:00,1.47868
2021-03-04,14:00:00,18.035279999999997
2021-03-04,14:00:00,8.658000000000003
2021-03-04,01:40:05,8.0
2021-03-04,01:35:03,8.0
2021-03-04,01:06:30,20.0
2021-03-04,03:00:00,15.0
2021-03-03,18:36:19,20.0
2021-03-03,23:00:00,39.0
2021-03-03,23:00:00,10.000000000000002
2021-03-03,23:00:00,1.0
2021-03-03,23:00:00,63.029199999999996
2021-03-03,17:00:00,16.614000000000036
2021-03-03,17:00:00,2.0
2021-03-03,17:00:00,12.38095248
2021-03-03,17:00:00,20.19
2021-03-03,17:00:00,16.5
2021-03-03,17:00:00,0.0
2021-03-03,14:00:00,0.0
2021-03-03,14:00:00,28.0
2021-03-03,14:00:00,18.035279999999997
2021-03-03,14:00:00,1.47868
2021-03-03,14:00:00,0.0
2021-03-03,14:00:00,8.658000000000003
2021-03-02,19:51:25,12.0
2021-03-02,23:00:00,20.250000000000004
2021-03-02,23:00:00,0.0
2021-03-02,23:00:00,63.029199999999996
2021-03-02,23:00:00,22.15200000000005
2021-03-02,23:00:00,25.0
2021-03-02,23:00:00,6.699999999999998
2021-03-02,17:00:00,0.0
2021-03-02,17:00:00,2.0
2021-03-02,17:00:00,16.5
2021-03-02,17:00:00,22.285714463999998
2021-03-02,14:00:00,28.0
2021-03-02,14:00:00,8.658000000000003
2021-03-02,14:00:00,0.0
2021-03-02,14:00:00,18.035279999999997
2021-03-02,14:00:00,1.47868
2021-03-02,14:00:00,0.0
2021-03-01,23:00:00,43.00000000000001
2021-03-01,23:00:00,9.864
2021-03-01,23:00:00,4.842000000000027
2021-03-01,23:00:00,20.250000000000004
2021-03-01,23:00:00,0.0
2021-03-01,17:00:00,5.328
2021-03-01,17:00:00,3.0
2021-03-01,17:00:00,16.5
2021-03-01,17:00:00,0.0
2021-03-01,17:00:00,20.19
2021-03-01,17:00:00,22.285714463999998
2021-03-01,14:00:00,18.0
2021-03-01,14:00:00,38.68800000000003
2021-03-01,14:00:00,18.0
2021-03-01,14:00:00,1.200000000000005
2021-03-01,14:00:00,18.035279999999997
2021-03-01,01:27:26,12.0
2021-02-28,20:51:21,16.0
2021-02-28,23:00:00,0.0
2021-02-28,23:00:00,29.549999999999997
2021-02-28,23:00:00,126.05839999999999
2021-02-28,17:00:00,39.0
2021-02-28,17:00:00,20.0
2021-02-28,17:00:00,0.0
2021-02-28,17:00:00,18.0
2021-02-28,17:00:00,22.285714463999998
2021-02-28,14:00:00,38.68800000000003
2021-02-28,14:00:00,1.9715733333333334
2021-02-28,14:00:00,0.0
2021-02-28,14:00:00,16.0
2021-02-28,14:00:00,36.0
2021-02-28,14:00:00,1.5
2021-02-28,03:00:00,6.0
2021-02-27,23:00:00,25.0
2021-02-27,23:00:00,6.699999999999998
2021-02-27,23:00:00,6.00000000000006
2021-02-27,23:00:00,0.0
2021-02-27,23:00:00,20.250000000000004
2021-02-27,23:00:00,25.0
2021-02-27,17:00:00,31.062400000000004
2021-02-27,17:00:00,20.0
2021-02-27,17:00:00,22.285714463999998
2021-02-27,14:00:00,0.0
2021-02-27,14:00:00,18.035279999999997
2021-02-27,14:00:00,0.0
2021-02-27,14:00:00,8.658000000000003
2021-02-27,14:00:00,1.9715733333333334
2021-02-27,14:00:00,18.0
2021-02-27,14:00:00,18.035279999999997
2021-02-27,01:48:00,16.0
2021-02-27,03:00:00,3.0
2021-02-26,19:58:06,12.0
2021-02-26,23:00:00,31.062400000000004
2021-02-26,23:00:00,0.0
2021-02-26,23:00:00,0.0
2021-02-26,23:00:00,126.05839999999999
2021-02-26,23:00:00,22.401600000000048
2021-02-26,17:00:00,39.0
2021-02-26,17:00:00,10.0
2021-02-26,17:00:00,22.285714463999998
2021-02-26,17:00:00,20.19
2021-02-26,14:00:00,14.0
2021-02-26,14:00:00,8.658000000000003
2021-02-26,14:00:00,0.0
2021-02-26,14:00:00,18.035279999999997
2021-02-26,14:00:00,38.68800000000004
2021-02-26,14:00:00,1.9715733333333334
2021-02-26,14:00:00,18.0
2021-02-26,14:00:00,1.200000000000005
2021-02-25,23:00:00,12.0
2021-02-25,23:00:00,6.699999999999998
2021-02-25,23:00:00,0.0
2021-02-25,23:00:00,20.614692653673163
2021-02-25,23:00:00,1.0
2021-02-25,23:00:00,15.0
2021-02-25,15:11:14,40.0
2021-02-25,17:00:00,4.832301136363636
2021-02-25,17:00:00,22.285714463999998
2021-02-25,17:00:00,20.19
2021-02-25,14:00:00,1.9715733333333334
2021-02-25,14:00:00,18.0
2021-02-25,14:00:00,38.68800000000004
2021-02-25,14:00:00,0.0
2021-02-25,14:00:00,14.0
2021-02-25,14:00:00,8.658000000000003
2021-02-25,14:00:00,1.200000000000005
2021-02-25,14:00:00,18.035279999999997
2021-02-24,23:00:00,0.0
2021-02-24,23:00:00,0.0
2021-02-24,23:00:00,22.401600000000048
2021-02-24,23:00:00,63.029199999999996
2021-02-24,17:00:00,22.285714463999998
2021-02-24,17:00:00,16.5
2021-02-24,17:00:00,20.19
2021-02-24,17:00:00,0.0
2021-02-24,11:36:09,12.0
2021-02-24,09:16:44,85.0
2021-02-24,14:00:00,14.0
2021-02-24,14:00:00,1.200000000000005
2021-02-24,14:00:00,1.0000000000000002
2021-02-24,14:00:00,25.792000000000023
2021-02-24,14:00:00,18.035279999999997
2021-02-23,23:00:00,0.0
2021-02-23,23:00:00,0.0
2021-02-23,23:00:00,63.029199999999996
2021-02-23,23:00:00,22.401600000000048
2021-02-23,17:00:00,39.0
2021-02-23,17:00:00,20.19
2021-02-23,17:00:00,16.5
2021-02-23,17:00:00,0.0
2021-02-23,17:00:00,4.842000000000027
2021-02-23,14:00:00,25.792000000000023
2021-02-23,14:00:00,18.0
2021-02-23,14:00:00,1.0000000000000002
2021-02-23,14:00:00,1.200000000000005
2021-02-23,14:00:00,18.035279999999997
2021-02-23,14:00:00,18.0
2021-02-22,23:00:00,20.0
2021-02-22,23:00:00,6.052500000000034
2021-02-22,23:00:00,20.250000000000004
2021-02-22,23:00:00,0.0
2021-02-22,17:00:00,16.0
2021-02-22,17:00:00,0.0
2021-02-22,17:00:00,16.5
2021-02-22,14:00:00,1.9715733333333334
2021-02-22,14:00:00,18.0
2021-02-22,14:00:00,0.0
2021-02-22,14:00:00,1.200000000000005
2021-02-22,14:00:00,18.035279999999997
2021-02-21,23:00:00,20.19
2021-02-21,23:00:00,0.0
2021-02-21,23:00:00,35.227088699999996
2021-02-21,23:00:00,20.250000000000004
2021-02-21,23:00:00,0.0
2021-02-21,17:00:00,0.0
2021-02-21,17:00:00,3.0
2021-02-21,17:00:00,5.328
2021-02-21,17:00:00,16.0
2021-02-21,14:00:00,1.9715733333333334
2021-02-21,14:00:00,0.0
2021-02-21,14:00:00,16.0
2021-02-21,14:00:00,36.0
2021-02-21,14:00:00,1.0
2021-02-20,23:00:00,4.832301136363636
2021-02-20,23:00:00,20.250000000000004
2021-02-20,23:00:00,0.0
2021-02-20,23:00:00,0.0
2021-02-20,17:00:00,16.5
2021-02-20,17:00:00,0.0
2021-02-20,17:00:00,3.0
2021-02-19,23:00:00,20.19
2021-02-19,23:00:00,0.0
2021-02-19,23:00:00,10.000000000000002
2021-02-19,23:00:00,4.925
2021-02-19,23:00:00,2.466
2021-02-19,23:00:00,0.0
2021-02-19,23:00:00,63.029199999999996
2021-02-19,17:00:00,3.0
2021-02-19,17:00:00,0.0
2021-02-19,17:00:00,1.232229166666667
2021-02-19,17:00:00,5.0
2021-02-19,17:00:00,16.5
2021-02-19,17:00:00,0.0
2021-02-19,14:00:00,1.9715733333333334
2021-02-19,14:00:00,8.9747496
2021-02-19,14:00:00,16.0
2021-02-19,14:00:00,1.200000000000005
2021-02-19,14:00:00,8.658000000000003
2021-02-19,14:00:00,18.035279999999997
2021-02-19,14:00:00,16.0
2021-02-19,03:00:00,2.0
2021-02-19,03:00:00,18.000000000000004
2021-02-18,23:00:00,0.0
2021-02-18,23:00:00,30.8
2021-02-18,23:00:00,11.200800000000024
2021-02-18,17:00:00,0.0
2021-02-18,17:00:00,3.0
2021-02-18,17:00:00,20.19
2021-02-18,17:00:00,43.0
2021-02-18,17:00:00,0.0
2021-02-18,17:00:00,0.81
2021-02-18,10:00:00,85.0
2021-02-18,14:00:00,16.0
2021-02-18,14:00:00,8.658000000000003
2021-02-18,14:00:00,27.079999999999995
2021-02-18,14:00:00,0.0
2021-02-18,14:00:00,25.79200000000002
2021-02-16,11:10:00,85.0
2021-02-14,18:45:00,50.0
2021-02-14,16:30:00,60.0
2021-02-11,01:46:20,16.0
2021-02-11,00:21:13,8.0
2021-02-06,11:55:54,60.0
2021-01-27,17:26:08,24.0
2021-01-27,03:05:50,16.0
2021-01-23,16:14:48,18.0
2021-01-23,16:00:00,25.0
2021-01-23,01:21:14,16.0
2021-01-16,11:20:32,12.0
2021-01-15,00:40:29,12.0
2021-01-13,17:30:57,12.0
2021-01-09,00:25:25,12.0
2021-01-08,00:06:00,16.0
2021-01-05,11:44:36,16.0
2021-01-05,00:20:37,12.0
2021-01-04,19:45:19,16.0
2021-01-04,04:10:18,12.0
2021-01-02,18:50:20,20.0
2021-01-01,04:00:05,12.0
